,game,model,experiment,episode,metric,value
138,referencegame,idefics-80b-instruct-t0.0--idefics-80b-instruct-t0.0,1_line_grids_columns,episode_2,Success,0.0
139,referencegame,idefics-80b-instruct-t0.0--idefics-80b-instruct-t0.0,1_line_grids_columns,episode_2,Lose,1.0
140,referencegame,idefics-80b-instruct-t0.0--idefics-80b-instruct-t0.0,1_line_grids_columns,episode_2,Aborted,1.0
141,referencegame,idefics-80b-instruct-t0.0--idefics-80b-instruct-t0.0,1_line_grids_columns,episode_2,Main Score,
142,referencegame,idefics-80b-instruct-t0.0--idefics-80b-instruct-t0.0,1_line_grids_columns,episode_2,Request Success Ratio,0.0
143,referencegame,idefics-80b-instruct-t0.0--idefics-80b-instruct-t0.0,1_line_grids_columns,episode_5,Aborted at Player 1,1.0
144,referencegame,idefics-80b-instruct-t0.0--idefics-80b-instruct-t0.0,1_line_grids_columns,episode_5,Generated Expression Length,
145,referencegame,idefics-80b-instruct-t0.0--idefics-80b-instruct-t0.0,1_line_grids_columns,episode_5,Generated Expression Number of Tokens,
146,referencegame,idefics-80b-instruct-t0.0--idefics-80b-instruct-t0.0,1_line_grids_columns,episode_5,Request Count,1.0
147,referencegame,idefics-80b-instruct-t0.0--idefics-80b-instruct-t0.0,1_line_grids_columns,episode_5,Parsed Request Count,0.0
148,referencegame,idefics-80b-instruct-t0.0--idefics-80b-instruct-t0.0,1_line_grids_columns,episode_5,Violated Request Count,1.0
149,referencegame,idefics-80b-instruct-t0.0--idefics-80b-instruct-t0.0,1_line_grids_columns,episode_5,Success,0.0
150,referencegame,idefics-80b-instruct-t0.0--idefics-80b-instruct-t0.0,1_line_grids_columns,episode_5,Lose,1.0
151,referencegame,idefics-80b-instruct-t0.0--idefics-80b-instruct-t0.0,1_line_grids_columns,episode_5,Aborted,1.0
152,referencegame,idefics-80b-instruct-t0.0--idefics-80b-instruct-t0.0,1_line_grids_columns,episode_5,Main Score,
153,referencegame,idefics-80b-instruct-t0.0--idefics-80b-instruct-t0.0,1_line_grids_columns,episode_5,Request Success Ratio,0.0
154,referencegame,idefics-80b-instruct-t0.0--idefics-80b-instruct-t0.0,1_line_grids_columns,episode_19,Aborted at Player 1,1.0
155,referencegame,idefics-80b-instruct-t0.0--idefics-80b-instruct-t0.0,1_line_grids_columns,episode_19,Generated Expression Length,
156,referencegame,idefics-80b-instruct-t0.0--idefics-80b-instruct-t0.0,1_line_grids_columns,episode_19,Generated Expression Number of Tokens,
157,referencegame,idefics-80b-instruct-t0.0--idefics-80b-instruct-t0.0,1_line_grids_columns,episode_19,Request Count,1.0
158,referencegame,idefics-80b-instruct-t0.0--idefics-80b-instruct-t0.0,1_line_grids_columns,episode_19,Parsed Request Count,0.0
159,referencegame,idefics-80b-instruct-t0.0--idefics-80b-instruct-t0.0,1_line_grids_columns,episode_19,Violated Request Count,1.0
160,referencegame,idefics-80b-instruct-t0.0--idefics-80b-instruct-t0.0,1_line_grids_columns,episode_19,Success,0.0
161,referencegame,idefics-80b-instruct-t0.0--idefics-80b-instruct-t0.0,1_line_grids_columns,episode_19,Lose,1.0
162,referencegame,idefics-80b-instruct-t0.0--idefics-80b-instruct-t0.0,1_line_grids_columns,episode_19,Aborted,1.0
163,referencegame,idefics-80b-instruct-t0.0--idefics-80b-instruct-t0.0,1_line_grids_columns,episode_19,Main Score,
164,referencegame,idefics-80b-instruct-t0.0--idefics-80b-instruct-t0.0,1_line_grids_columns,episode_19,Request Success Ratio,0.0
165,referencegame,idefics-80b-instruct-t0.0--idefics-80b-instruct-t0.0,1_line_grids_columns,episode_18,Aborted at Player 1,1.0
166,referencegame,idefics-80b-instruct-t0.0--idefics-80b-instruct-t0.0,1_line_grids_columns,episode_18,Generated Expression Length,
167,referencegame,idefics-80b-instruct-t0.0--idefics-80b-instruct-t0.0,1_line_grids_columns,episode_18,Generated Expression Number of Tokens,
168,referencegame,idefics-80b-instruct-t0.0--idefics-80b-instruct-t0.0,1_line_grids_columns,episode_18,Request Count,1.0
169,referencegame,idefics-80b-instruct-t0.0--idefics-80b-instruct-t0.0,1_line_grids_columns,episode_18,Parsed Request Count,0.0
170,referencegame,idefics-80b-instruct-t0.0--idefics-80b-instruct-t0.0,1_line_grids_columns,episode_18,Violated Request Count,1.0
171,referencegame,idefics-80b-instruct-t0.0--idefics-80b-instruct-t0.0,1_line_grids_columns,episode_18,Success,0.0
172,referencegame,idefics-80b-instruct-t0.0--idefics-80b-instruct-t0.0,1_line_grids_columns,episode_18,Lose,1.0
173,referencegame,idefics-80b-instruct-t0.0--idefics-80b-instruct-t0.0,1_line_grids_columns,episode_18,Aborted,1.0
174,referencegame,idefics-80b-instruct-t0.0--idefics-80b-instruct-t0.0,1_line_grids_columns,episode_18,Main Score,
175,referencegame,idefics-80b-instruct-t0.0--idefics-80b-instruct-t0.0,1_line_grids_columns,episode_18,Request Success Ratio,0.0
176,referencegame,idefics-80b-instruct-t0.0--idefics-80b-instruct-t0.0,1_line_grids_columns,episode_9,Aborted at Player 1,1.0
177,referencegame,idefics-80b-instruct-t0.0--idefics-80b-instruct-t0.0,1_line_grids_columns,episode_9,Generated Expression Length,
178,referencegame,idefics-80b-instruct-t0.0--idefics-80b-instruct-t0.0,1_line_grids_columns,episode_9,Generated Expression Number of Tokens,
179,referencegame,idefics-80b-instruct-t0.0--idefics-80b-instruct-t0.0,1_line_grids_columns,episode_9,Request Count,1.0
180,referencegame,idefics-80b-instruct-t0.0--idefics-80b-instruct-t0.0,1_line_grids_columns,episode_9,Parsed Request Count,0.0
181,referencegame,idefics-80b-instruct-t0.0--idefics-80b-instruct-t0.0,1_line_grids_columns,episode_9,Violated Request Count,1.0
182,referencegame,idefics-80b-instruct-t0.0--idefics-80b-instruct-t0.0,1_line_grids_columns,episode_9,Success,0.0
183,referencegame,idefics-80b-instruct-t0.0--idefics-80b-instruct-t0.0,1_line_grids_columns,episode_9,Lose,1.0
184,referencegame,idefics-80b-instruct-t0.0--idefics-80b-instruct-t0.0,1_line_grids_columns,episode_9,Aborted,1.0
185,referencegame,idefics-80b-instruct-t0.0--idefics-80b-instruct-t0.0,1_line_grids_columns,episode_9,Main Score,
186,referencegame,idefics-80b-instruct-t0.0--idefics-80b-instruct-t0.0,1_line_grids_columns,episode_9,Request Success Ratio,0.0
187,referencegame,idefics-80b-instruct-t0.0--idefics-80b-instruct-t0.0,1_line_grids_columns,episode_7,Aborted at Player 1,1.0
188,referencegame,idefics-80b-instruct-t0.0--idefics-80b-instruct-t0.0,1_line_grids_columns,episode_7,Generated Expression Length,
189,referencegame,idefics-80b-instruct-t0.0--idefics-80b-instruct-t0.0,1_line_grids_columns,episode_7,Generated Expression Number of Tokens,
190,referencegame,idefics-80b-instruct-t0.0--idefics-80b-instruct-t0.0,1_line_grids_columns,episode_7,Request Count,1.0
191,referencegame,idefics-80b-instruct-t0.0--idefics-80b-instruct-t0.0,1_line_grids_columns,episode_7,Parsed Request Count,0.0
192,referencegame,idefics-80b-instruct-t0.0--idefics-80b-instruct-t0.0,1_line_grids_columns,episode_7,Violated Request Count,1.0
193,referencegame,idefics-80b-instruct-t0.0--idefics-80b-instruct-t0.0,1_line_grids_columns,episode_7,Success,0.0
194,referencegame,idefics-80b-instruct-t0.0--idefics-80b-instruct-t0.0,1_line_grids_columns,episode_7,Lose,1.0
195,referencegame,idefics-80b-instruct-t0.0--idefics-80b-instruct-t0.0,1_line_grids_columns,episode_7,Aborted,1.0
196,referencegame,idefics-80b-instruct-t0.0--idefics-80b-instruct-t0.0,1_line_grids_columns,episode_7,Main Score,
197,referencegame,idefics-80b-instruct-t0.0--idefics-80b-instruct-t0.0,1_line_grids_columns,episode_7,Request Success Ratio,0.0
198,referencegame,idefics-80b-instruct-t0.0--idefics-80b-instruct-t0.0,1_line_grids_columns,episode_17,Aborted at Player 1,1.0
199,referencegame,idefics-80b-instruct-t0.0--idefics-80b-instruct-t0.0,1_line_grids_columns,episode_17,Generated Expression Length,
200,referencegame,idefics-80b-instruct-t0.0--idefics-80b-instruct-t0.0,1_line_grids_columns,episode_17,Generated Expression Number of Tokens,
201,referencegame,idefics-80b-instruct-t0.0--idefics-80b-instruct-t0.0,1_line_grids_columns,episode_17,Request Count,1.0
202,referencegame,idefics-80b-instruct-t0.0--idefics-80b-instruct-t0.0,1_line_grids_columns,episode_17,Parsed Request Count,0.0
203,referencegame,idefics-80b-instruct-t0.0--idefics-80b-instruct-t0.0,1_line_grids_columns,episode_17,Violated Request Count,1.0
204,referencegame,idefics-80b-instruct-t0.0--idefics-80b-instruct-t0.0,1_line_grids_columns,episode_17,Success,0.0
205,referencegame,idefics-80b-instruct-t0.0--idefics-80b-instruct-t0.0,1_line_grids_columns,episode_17,Lose,1.0
206,referencegame,idefics-80b-instruct-t0.0--idefics-80b-instruct-t0.0,1_line_grids_columns,episode_17,Aborted,1.0
207,referencegame,idefics-80b-instruct-t0.0--idefics-80b-instruct-t0.0,1_line_grids_columns,episode_17,Main Score,
208,referencegame,idefics-80b-instruct-t0.0--idefics-80b-instruct-t0.0,1_line_grids_columns,episode_17,Request Success Ratio,0.0
209,referencegame,idefics-80b-instruct-t0.0--idefics-80b-instruct-t0.0,1_line_grids_columns,episode_26,Aborted at Player 1,1.0
210,referencegame,idefics-80b-instruct-t0.0--idefics-80b-instruct-t0.0,1_line_grids_columns,episode_26,Generated Expression Length,
211,referencegame,idefics-80b-instruct-t0.0--idefics-80b-instruct-t0.0,1_line_grids_columns,episode_26,Generated Expression Number of Tokens,
212,referencegame,idefics-80b-instruct-t0.0--idefics-80b-instruct-t0.0,1_line_grids_columns,episode_26,Request Count,1.0
213,referencegame,idefics-80b-instruct-t0.0--idefics-80b-instruct-t0.0,1_line_grids_columns,episode_26,Parsed Request Count,0.0
214,referencegame,idefics-80b-instruct-t0.0--idefics-80b-instruct-t0.0,1_line_grids_columns,episode_26,Violated Request Count,1.0
215,referencegame,idefics-80b-instruct-t0.0--idefics-80b-instruct-t0.0,1_line_grids_columns,episode_26,Success,0.0
